Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
1,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1000000.0,1000000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
88900,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,3869.51631,78.74015748,14816.66667,35373.658039999995,87020,17,88900,29633.33333,50854.94621,88355,49,87558,43779.0,61152.00865,87020,538,0,0,0,0,92,72,44.994375700000006,33.74578178,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
73553,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4622.517097,95.16946963,12258.83333,28884.06025,71214,79,73553,24517.66667,41727.7098,72699,79,71898,35949.0,49872.24128,71214,684,0,0,0,0,92,72,54.38255408,40.78691556,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
26,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,461538.4615,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,38461.53846,38461.53846,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
77519,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4398.921555,90.30044247,12919.83333,30565.81487,75308,38,77519,25839.66667,43954.00838,76591,38,75857,37928.5,52862.59585,75308,549,0,0,0,0,92,72,51.60025284,38.70018963,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
73186,4,3,208,134,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,4673.0248950000005,95.64670839,12197.66667,28876.87002,71139,35,73186,24395.33333,41660.13961000001,72499,35,71768,35884.0,49858.09914,71139,629,0,0,0,0,92,72,54.65526194,40.99144645,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52.0,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
41,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
38,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,315789.4737,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,26315.78947,26315.78947,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
68049,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5011.094946,102.8670517,11341.5,26884.28922,66216,16,68049,22683.0,38758.32358,67436,16,66799,33399.5,46409.53937,66216,583,0,0,0,0,92,72,58.78117239,44.08587929,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
27,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,444444.4444,74074.07407,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,37037.03704,37037.03704,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
97361,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,3533.242263,71.89737164,16226.83333,38828.4927,95483,20,97361,32453.66667,55601.84584,96656,20,96048,48024.0,67117.16146,95483,565,0,0,0,0,92,72,41.08421236,30.81315927,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
22,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,545454.5455,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
63174,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,5381.960932999999,110.805078,10529.0,24648.59476,60837,73,63174,21058.0,35739.99887,62325,73,61433,30716.5,42596.81961000001,60837,596,0,0,0,0,92,72,63.31718745,47.48789059,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
28,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,428571.4286,71428.57143,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,35714.285710000004,35714.285710000004,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
140374,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,2429.2247850000003,49.86678445,23395.66667,56326.50998,138370,41,140374,46791.33333,80455.76084,139693,41,138967,69483.5,97420.22256,138370,597,0,0,0,0,92,72,28.4953054,21.37147905,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80214,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4251.128232,87.26656195,13369.0,31761.79579,78200,88,80214,26738.0,45630.76181,79427,132,78810,39405.0,54864.41515,78200,610,0,0,0,0,92,72,49.86660683,37.39995512,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
35,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,342857.1429,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
122807,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,2801.143257,57.00000814,20467.83333,49177.98622,120850,12,122807,40935.66667,70324.7311,122139,48,121414,60707.0,85055.04628,120850,564,0,0,0,0,92,72,32.57143322,24.42857492,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
0,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
63198,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,5379.917086,110.7629988,10533.0,24772.31444,61094,78,63198,21066.0,35977.08176,62608,78,61722,30861.0,42755.91863,61094,628,0,0,0,0,92,72,63.29314219,47.46985664,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
63,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,190476.1905,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15873.01587,15873.01587,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
68584,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4972.005132,102.0646215,11430.66667,26998.89594,66538,19,68584,22861.33333,39017.17153,67913,19,67129,33564.5,46631.5709,66538,591,0,0,0,0,92,72,58.32264085,43.74198064,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
41,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
67142,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5078.78824,104.2566501,11190.33333,26422.73377,65122,20,67142,22380.66667,38137.2598,66416,20,65728,32864.0,45619.7011,65122,606,0,0,0,0,92,72,59.57522862,44.68142146,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
37,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,324324.3243,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,27027.02703,27027.02703,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
62388,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5513.880875,112.2010643,10398.0,24475.42229,60354,4,62388,20796.0,35508.2422,61796,4,61121,30560.5,42134.37177,60354,767,0,0,0,0,92,72,64.11489389,48.08617042,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
21,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,571428.5714,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
73453,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,4683.266850999999,95.29903476,12242.16667,29145.09442,71732,18,73453,24484.33333,41869.60421000001,72830,18,72302,36151.0,50319.13276,71732,570,0,0,0,0,92,72,54.45659129,40.84244347,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
22,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,545454.5455,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
63596,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,5346.248192,110.0698157,10599.33333,24863.56262,61346,43,63596,21198.66667,36115.42332,62900,78,61943,30971.5,42956.02985,61346,597,0,0,0,0,92,72,62.89703755,47.17277816,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
53,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,226415.0943,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18867.92453,18867.92453,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
290137,5,4,213,140,195,0,42.6,85.23379611,128,0,35.0,62.0644826,1216.666609,31.01982856,36267.125,101681.3776,287915,36,290137,72534.25,144237.4195,288890,48,288891,96297.0,165946.0957,287915,373,0,0,0,0,112,92,17.23323809,13.78659047,0,195,35.3,68.41710312,4680.9,0,0,0,1,0,0,0,0,0,39.22222222,42.6,35.0,112,0,0,0,0,0,0,5,213,4,140,8192,237,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
67517,4,3,1035,134,1023,0,258.75,509.5078508,128,0,44.66666667,72.23111056,17314.157919999998,103.6775923,11252.83333,26449.29935,65238,42,67517,22505.66667,38333.74715,66768,42,66064,33032.0,45546.16199,65238,826,0,0,0,0,92,72,59.24433846,44.43325385,0,1023,146.125,357.0115794,127457.2679,0,0,0,1,0,0,0,0,0,167.0,258.75,44.66666667,92,0,0,0,0,0,0,4,1035,3,134,8192,245,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
6,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,2000000.0,333333.3333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,166666.6667,166666.6667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
46,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,260869.5652,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21739.13043,21739.13043,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,245,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
247385,5,4,216,140,198,0,43.2,86.57482313,128,0,35.0,62.0644826,1439.0524890000002,36.38054045,30923.125,86713.52162,245527,4,247385,61846.25,122826.2086,246085,4,246103,82034.33333,141589.0875,245527,4,0,0,0,0,112,92,20.21141136,16.16912909,0,198,35.6,69.19730245,4788.266667,0,0,0,1,0,0,0,0,0,39.55555556,43.2,35.0,112,0,0,0,0,0,0,5,216,4,140,8192,237,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
83494,4,3,1172,134,1160,0,293.0,578.0069204,128,0,44.66666667,72.23111056,15641.842530000002,83.83835964,13915.66667,33100.05218,81478,23,83494,27831.33333,47602.77654,82797,23,82274,41137.0,57050.78932,81478,796,0,0,0,0,92,72,47.90763408,35.93072556,0,1160,163.25,405.1256419,164126.7857,0,0,0,1,0,0,0,0,0,186.5714286,293.0,44.66666667,92,0,0,0,0,0,0,4,1172,3,134,8192,251,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
20,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,600000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,50000.0,50000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16392,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
21,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,571428.5714,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,251,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
129121,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,2664.167719,54.21271521,21520.16667,51772.24594,127198,17,129121,43040.33333,73834.63242000001,128296,17,127757,63878.5,89547.29566,127198,559,0,0,0,0,92,72,30.978694399999995,23.2340208,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
22,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,545454.5455,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
231538,5,4,212,140,194,0,42.4,84.78679142,128,0,35.0,62.0644826,1520.268811,38.87050938,28942.25,80840.32937,229010,4,231538,57884.5,114509.0214,229647,72,229689,76563.0,132023.40099999998,229010,4,0,0,0,0,112,92,21.59472743,17.27578195,0,194,35.2,68.15798641,4645.511111,0,0,0,1,0,0,0,0,0,39.11111111,42.4,35.0,112,0,0,0,0,0,0,5,212,4,140,8192,237,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
97631,4,3,1870,134,1858,0,467.5,927.004315,128,0,44.66666667,72.23111056,20526.26727,71.69853837,16271.83333,38681.84,95227,81,97631,32543.66667,55778.98817,96951,81,96017,48008.5,66777.04308999999,95227,790,0,0,0,0,92,72,40.97059336,30.72794502,0,1858,250.5,651.0051569,423807.7143,0,0,0,1,0,0,0,0,0,286.2857143,467.5,44.66666667,92,0,0,0,0,0,0,4,1870,3,134,8192,258,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
72,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,166666.6667,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13888.88889,13888.88889,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,258,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
83252,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4095.997694,84.08206409,13875.33333,32881.38387,80990,18,83252,27750.66667,47387.21452,82467,18,81578,40789.0,56852.79942,80990,588,0,0,0,0,92,72,48.04689377,36.03517033,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
224749,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,1530.596354,31.14585604,37458.16667,90810.37346,222823,3,224749,74916.33333,129223.1894,224130,3,223397,111698.5,157153.775,222823,574,0,0,0,0,92,72,17.79763203,13.34822402,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
20,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,600000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,50000.0,50000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
72169,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,4766.589532999999,96.99455445,12028.16667,28478.1803,70155,12,72169,24056.33333,40844.62002,71217,44,70713,35356.5,49212.51065,70155,558,0,0,0,0,92,72,55.42545968,41.56909476,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
11,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1090909.091,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,90909.09091,90909.09091,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16393,237,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
100491,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,3383.387567,69.65797932,16748.5,39831.60444,98051,78,100491,33497.0,57190.25942,99533,78,98708,49354.0,68867.95785,98051,657,0,0,0,0,92,72,39.80455961,29.85341971,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
13,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,923076.9231,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,76923.07692,76923.07692,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
88070,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3871.920064,79.48223004,14678.33333,34898.20062,85911,39,88070,29356.66667,50102.25784,87208,39,86529,43264.5,60311.25869,85911,618,0,0,0,0,92,72,45.41841717,34.06381288,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
47,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,255319.1489,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21276.59574,21276.59574,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
